date,price,total_volume,market_cap,coin_name
2020-05-22,0.0688501474084196,23020066.86633036,1175612550.6847515,crypto-com-chain
2020-05-23,0.0736676545989321,28011973.207549285,1253052797.6458323,crypto-com-chain
2020-05-24,0.0744600063589534,27131894.16917879,1267282108.2270648,crypto-com-chain
2020-05-25,0.0731315064111397,26339473.894681662,1246274406.7443595,crypto-com-chain
2020-05-26,0.0790756485405576,28610341.723732498,1349062066.211329,crypto-com-chain
2020-05-27,0.0781786606788323,24599928.22072212,1332282276.8519049,crypto-com-chain
2020-05-28,0.0803241125678343,32489139.369243376,1367134358.568748,crypto-com-chain
2020-05-29,0.0804559395308128,33049097.519871373,1374060635.4343784,crypto-com-chain
2020-05-30,0.0800306901327587,28808982.3868559,1367338094.321251,crypto-com-chain
2020-05-31,0.0848559976629283,34579233.281416744,1463167636.3381827,crypto-com-chain
2020-06-01,0.0849343379803209,32024222.66891021,1463823237.6208737,crypto-com-chain
2020-06-02,0.0948699695320903,31886585.278759148,1613715558.117495,crypto-com-chain
2020-06-03,0.0901537151201603,32923275.880544968,1562923868.012683,crypto-com-chain
2020-06-04,0.0959761593835541,30456804.4938543,1659789406.6301782,crypto-com-chain
2020-06-05,0.09966941675669,55183680.8855684,1724448316.5925317,crypto-com-chain
2020-06-06,0.1002461314544013,58900713.26828416,1735336922.1727924,crypto-com-chain
